Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
EDUCATIONAL INSTITUTION BUS,MPV,3,Meghalaya(13),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,0,Meghalaya(13),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,9,Meghalaya(13),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,0,Meghalaya(13),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,1,Meghalaya(13),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,0,Meghalaya(13),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,1,Meghalaya(13),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,11,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,11,Meghalaya(13),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,3,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,0,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,0,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Meghalaya(13),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,3,Meghalaya(13),TRAILER
AGRICULTURAL TRACTOR,LMV,4,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,MMV,1,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Meghalaya(13),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,5,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),LGV,5,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Meghalaya(13),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,5,Meghalaya(13),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Manipur(12),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"10,610",Manipur(12),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Manipur(12),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"10,610",Manipur(12),TWO WHEELER
MOPED,2WIC,0,Manipur(12),TWO WHEELER
MOPED,2WN,11,Manipur(12),TWO WHEELER
MOPED,2WT,0,Manipur(12),TWO WHEELER
MOPED,TOTAL,11,Manipur(12),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Manipur(12),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,1,Manipur(12),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Manipur(12),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,1,Manipur(12),TWO WHEELER
E-RICKSHAW(P),3WN,0,Manipur(12),THREE WHEELER
E-RICKSHAW(P),3WT,44,Manipur(12),THREE WHEELER
E-RICKSHAW(P),TOTAL,44,Manipur(12),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Manipur(12),THREE WHEELER
THREE WHEELER (GOODS),3WT,1,Manipur(12),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,1,Manipur(12),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Manipur(12),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,149,Manipur(12),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,149,Manipur(12),THREE WHEELER
MOTOR CAR,4WIC,0,Manipur(12),FOUR WHEELER
MOTOR CAR,LMV,"2,332",Manipur(12),FOUR WHEELER
MOTOR CAR,MMV,0,Manipur(12),FOUR WHEELER
MOTOR CAR,HMV,0,Manipur(12),FOUR WHEELER
MOTOR CAR,TOTAL,"2,332",Manipur(12),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Manipur(12),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,1,Manipur(12),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,0,Manipur(12),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Manipur(12),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,1,Manipur(12),FOUR WHEELER
CONSTRUCTION EQUIPMENT VEHICLE,LMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,26,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,26,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,5,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,1,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,4,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,1,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,2,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,3,Manipur(12),CONSTRUCTION EQUIPMENT VEHICLE
GOODS CARRIER,LGV,129,Manipur(12),GOODS VEHICLES
GOODS CARRIER,MGV,8,Manipur(12),GOODS VEHICLES
GOODS CARRIER,HGV,70,Manipur(12),GOODS VEHICLES
GOODS CARRIER,TOTAL,207,Manipur(12),GOODS VEHICLES
BUS,LPV,3,Manipur(12),PUBLIC SERVICE VEHICLE
BUS,MPV,2,Manipur(12),PUBLIC SERVICE VEHICLE
BUS,HPV,0,Manipur(12),PUBLIC SERVICE VEHICLE
BUS,TOTAL,5,Manipur(12),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,1,Manipur(12),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,0,Manipur(12),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,0,Manipur(12),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,1,Manipur(12),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,1,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,0,Manipur(12),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,1,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LMV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MMV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HMV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LGV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MGV,2,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HGV,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,OTH,0,Manipur(12),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,TOTAL,2,Manipur(12),SPECIAL CATEGORY VEHICLES
AGRICULTURAL TRACTOR,LMV,5,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,MMV,2,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Manipur(12),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,7,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),LGV,3,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Manipur(12),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,3,Manipur(12),TRACTOR
ADAPTED VEHICLE,2WIC,128,Madhya Pradesh(53),TWO WHEELER
ADAPTED VEHICLE,2WN,0,Madhya Pradesh(53),TWO WHEELER
ADAPTED VEHICLE,2WT,0,Madhya Pradesh(53),TWO WHEELER
ADAPTED VEHICLE,TOTAL,128,Madhya Pradesh(53),TWO WHEELER
M-CYCLE/SCOOTER,2WIC,0,Madhya Pradesh(53),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"5,77,772",Madhya Pradesh(53),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Madhya Pradesh(53),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"5,77,772",Madhya Pradesh(53),TWO WHEELER
MOPED,2WIC,0,Madhya Pradesh(53),TWO WHEELER
MOPED,2WN,"2,840",Madhya Pradesh(53),TWO WHEELER
MOPED,2WT,0,Madhya Pradesh(53),TWO WHEELER
MOPED,TOTAL,"2,840",Madhya Pradesh(53),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WIC,0,Madhya Pradesh(53),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WN,0,Madhya Pradesh(53),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WT,5,Madhya Pradesh(53),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,TOTAL,5,Madhya Pradesh(53),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Madhya Pradesh(53),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,"1,014",Madhya Pradesh(53),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,"1,014",Madhya Pradesh(53),THREE WHEELER
E-RICKSHAW(P),3WN,0,Madhya Pradesh(53),THREE WHEELER
E-RICKSHAW(P),3WT,"11,674",Madhya Pradesh(53),THREE WHEELER
E-RICKSHAW(P),TOTAL,"11,674",Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (GOODS),3WT,"3,785",Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,"3,785",Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"7,615",Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"7,615",Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PERSONAL),3WN,7,Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PERSONAL),3WT,0,Madhya Pradesh(53),THREE WHEELER
THREE WHEELER (PERSONAL),TOTAL,7,Madhya Pradesh(53),THREE WHEELER
ADAPTED VEHICLE,4WIC,4,Madhya Pradesh(53),FOUR WHEELER
ADAPTED VEHICLE,LMV,0,Madhya Pradesh(53),FOUR WHEELER
ADAPTED VEHICLE,MMV,0,Madhya Pradesh(53),FOUR WHEELER
ADAPTED VEHICLE,HMV,0,Madhya Pradesh(53),FOUR WHEELER
ADAPTED VEHICLE,TOTAL,4,Madhya Pradesh(53),FOUR WHEELER
MOTOR CAR,4WIC,0,Madhya Pradesh(53),FOUR WHEELER
MOTOR CAR,LMV,"94,810",Madhya Pradesh(53),FOUR WHEELER
MOTOR CAR,MMV,0,Madhya Pradesh(53),FOUR WHEELER
MOTOR CAR,HMV,0,Madhya Pradesh(53),FOUR WHEELER
MOTOR CAR,TOTAL,"94,810",Madhya Pradesh(53),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Madhya Pradesh(53),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,332,Madhya Pradesh(53),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,4,Madhya Pradesh(53),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Madhya Pradesh(53),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,336,Madhya Pradesh(53),FOUR WHEELER
ADAPTED VEHICLE,4WIC,"1,894",Madhya Pradesh(53),AMBULANCE/HEARSES
ADAPTED VEHICLE,TOTAL,"1,894",Madhya Pradesh(53),AMBULANCE/HEARSES
ADAPTED VEHICLE,LMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
ADAPTED VEHICLE,HMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
ADAPTED VEHICLE,MMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAB,4WIC,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAB,TOTAL,141,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAB,LMV,141,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAB,HMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAB,MMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAR,TOTAL,"18,36,843",Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAR,HMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAR,MMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAR,4WIC,0,Madhya Pradesh(53),AMBULANCE/HEARSES
MOTOR CAR,LMV,"18,36,843",Madhya Pradesh(53),AMBULANCE/HEARSES
OMNI BUS (PRIVATE USE),HMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
OMNI BUS (PRIVATE USE),TOTAL,"3,215",Madhya Pradesh(53),AMBULANCE/HEARSES
OMNI BUS (PRIVATE USE),MMV,22,Madhya Pradesh(53),AMBULANCE/HEARSES
OMNI BUS (PRIVATE USE),4WIC,0,Madhya Pradesh(53),AMBULANCE/HEARSES
OMNI BUS (PRIVATE USE),LMV,"3,193",Madhya Pradesh(53),AMBULANCE/HEARSES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Madhya Pradesh(53),AMBULANCE/HEARSES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,7,Madhya Pradesh(53),AMBULANCE/HEARSES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,939,Madhya Pradesh(53),AMBULANCE/HEARSES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,11,Madhya Pradesh(53),AMBULANCE/HEARSES
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,957,Madhya Pradesh(53),AMBULANCE/HEARSES
QUADRICYCLE (PRIVATE),HMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
QUADRICYCLE (PRIVATE),4WIC,0,Madhya Pradesh(53),AMBULANCE/HEARSES
QUADRICYCLE (PRIVATE),MMV,0,Madhya Pradesh(53),AMBULANCE/HEARSES
QUADRICYCLE (PRIVATE),LMV,20,Madhya Pradesh(53),AMBULANCE/HEARSES
QUADRICYCLE (PRIVATE),TOTAL,20,Madhya Pradesh(53),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,200,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,14,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,887,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,"24,115",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,"2,031",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,11,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,"20,964",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,8,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MMV,687,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),TOTAL,"4,935",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),OTH,"3,918",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HMV,316,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LMV,14,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MGV,343,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,OTH,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HGV,"6,820",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LGV,224,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,LMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,HMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,TOTAL,"7,387",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
DUMPER,MMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,"3,597",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,"3,867",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,231,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,39,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MMV,7,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),TOTAL,56,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HGV,25,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LMV,3,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MGV,21,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),OTH,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,"3,220",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,"3,220",Madhya Pradesh(53),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,3,Madhya Pradesh(53),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,5,Madhya Pradesh(53),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,"15,925",Madhya Pradesh(53),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,"15,933",Madhya Pradesh(53),GOODS VEHICLES
CASH VAN,LGV,216,Madhya Pradesh(53),GOODS VEHICLES
CASH VAN,MGV,0,Madhya Pradesh(53),GOODS VEHICLES
CASH VAN,HGV,0,Madhya Pradesh(53),GOODS VEHICLES
CASH VAN,TOTAL,216,Madhya Pradesh(53),GOODS VEHICLES
GOODS CARRIER,LGV,"2,57,406",Madhya Pradesh(53),GOODS VEHICLES
GOODS CARRIER,MGV,"18,384",Madhya Pradesh(53),GOODS VEHICLES
GOODS CARRIER,HGV,"1,30,820",Madhya Pradesh(53),GOODS VEHICLES
GOODS CARRIER,TOTAL,"4,06,610",Madhya Pradesh(53),GOODS VEHICLES
MOBILE CLINIC,LGV,149,Madhya Pradesh(53),GOODS VEHICLES
MOBILE CLINIC,MGV,13,Madhya Pradesh(53),GOODS VEHICLES
MOBILE CLINIC,HGV,6,Madhya Pradesh(53),GOODS VEHICLES
MOBILE CLINIC,TOTAL,168,Madhya Pradesh(53),GOODS VEHICLES
BUS,LPV,"11,432",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
BUS,MPV,"10,939",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
BUS,HPV,"14,353",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
BUS,TOTAL,"36,724",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,LPV,12,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,MPV,9,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,HPV,15,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,TOTAL,36,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,"7,687",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,"12,949",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,"4,450",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,812,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,"2,292",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,448,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,"3,160",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,420,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,916,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,897,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,538,Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,"2,351",Madhya Pradesh(53),PUBLIC SERVICE VEHICLE
ARMOURED/SPECIALISED VEHICLE,LMV,0,Madhya Pradesh(53),SPECIAL CATEGORY VEHICLES
